1,2017/04/14 23:19:14:256,1.0117607,0,2.4456325,0,0.9871589,0,2.9954243,0,3.0002244,0,0.00017104,0,0.9653859,0,0.1529614,0,0.1374093,0,2450.849,0,7214.788,0,-1.28E-05,0
2,2017/04/14 23:19:24:240,1.0117479,0,2.4456325,0,0.9868389,0,2.9953987,0,3.0001092,0,0.000171686,0,0.9654371,0,0.1527822,0,0.1373965,0,2450.849,0,7213.252,0,2.56E-05,0
3,2017/04/14 23:19:34:240,1.0117095,0,2.4456069,0,0.9793636,0,2.9953859,0,3.0001348,0,0.000170782,0,0.9654499,0,0.1528462,0,0.1373965,0,2450.465,0,7215.172,0,1.28E-05,0
4,2017/04/14 23:19:44:240,1.0117351,0,2.4455429,0,0.9762532,0,2.9953859,0,3.0001604,0,0.000170911,0,0.9654371,0,0.153051,0,0.1374093,0,2450.849,0,7212.74,0,1.28E-05,0
5,2017/04/14 23:19:54:240,1.0117223,0,2.4456325,0,0.9871461,0,2.9954627,0,3.0001348,0,0.00017104,0,0.9654371,0,0.1530894,0,0.1373709,0,2450.721,0,7215.3,0,1.28E-05,0
6,2017/04/14 23:20:04:240,1.0117607,0,2.4455813,0,0.9656419,0,2.9954243,0,3.0002244,0,0.000170137,0,0.9654115,0,0.1531022,0,0.1373965,0,2450.849,0,7210.563,0,1.28E-05,0
7,2017/04/14 23:20:14:240,1.0116839,0,2.4456325,0,0.9871717,0,2.9954243,0,3.0002116,0,0.000171299,0,0.9654243,0,0.1531278,0,0.1373837,0,2450.849,0,7212.612,0,-1.28E-05,0
8,2017/04/14 23:20:24:240,1.0117607,0,2.4456453,0,0.9655907,0,2.9953731,0,3.0001604,0,0.00017117,0,0.9654115,0,0.1527822,0,0.1373965,0,2450.849,0,7210.307,0,1.28E-05,0
9,2017/04/14 23:20:34:240,1.0117863,0,2.4456965,0,0.9871845,0,2.9954627,0,3.0001476,0,0.000170653,0,0.9655011,0,0.1530254,0,0.1373837,0,2450.721,0,7212.356,0,0,0
10,2017/04/14 23:20:44:240,1.0117095,0,2.4456709,0,0.9871589,0,2.9954243,0,3.0001348,0,0.000169233,0,0.9654115,0,0.1529102,0,0.1374093,0,2450.721,0,7211.203,0,1.28E-05,0
11,2017/04/14 23:20:54:240,1.0117095,0,2.4455941,0,0.9655907,0,2.9954243,0,3.000122,0,0.00017117,0,0.9654371,0,0.1529998,0,0.1373581,0,2450.977,0,7213.252,0,1.28E-05,0
12,2017/04/14 23:21:04:240,1.0117351,0,2.4455941,0,0.9821796,0,2.9954115,0,3.0001476,0,0.000170008,0,0.9654115,0,0.1531278,0,0.1373837,0,2450.977,0,7210.435,0,1.28E-05,0
13,2017/04/14 23:21:14:240,1.0117351,0,2.4457093,0,0.9655779,0,2.9953859,0,3.0001476,0,0.000171428,0,0.9653987,0,0.1530638,0,0.1373837,0,2450.849,0,7211.203,0,1.28E-05,0
14,2017/04/14 23:21:24:240,1.0117351,0,2.4456453,0,0.9655907,0,2.9953603,0,3.0001988,0,0.00017117,0,0.9653987,0,0.1528462,0,0.1373709,0,2451.105,0,7212.1,0,1.28E-05,0
15,2017/04/14 23:21:34:240,1.0117607,0,2.4456197,0,0.9803364,0,2.9953987,0,3.0000964,0,0.000170008,0,0.9654243,0,0.1528462,0,0.1373709,0,2451.489,0,7211.075,0,0,0
