1,2017/04/11 15:16:45:262,1.0119271,0,1.0294121,0,1.0093799,0,3.4984444,0,3.0001604,0,0.003390347,0,1.0089447,0,0.1346572,0,0.1006601,0,2235.633,0,7134.643,0,-1.28E-05,0
2,2017/04/11 15:16:55:246,1.0119143,0,1.0293609,0,1.0093799,0,3.4984956,0,3.0001476,0,0.003391767,0,1.0089959,0,0.1345676,0,0.1007113,0,2234.865,0,7140.532,0,-1.28E-05,0
3,2017/04/11 15:17:05:246,1.0119655,0,1.0293609,0,1.0092775,0,3.4983804,0,3.0001348,0,0.003390735,0,1.0089447,0,0.1346188,0,0.1006729,0,2234.737,0,7126.193,0,-1.28E-05,0
4,2017/04/11 15:17:15:246,1.0119783,0,1.0293737,0,1.0093287,0,3.4984316,0,3.0001348,0,0.003391122,0,1.0089831,0,0.1345804,0,0.1006985,0,2234.865,0,7118.767,0,0,0
5,2017/04/11 15:17:25:246,1.0119399,0,1.0293609,0,1.0094311,0,3.4984316,0,3.0001732,0,0.003390993,0,1.0089319,0,0.1345676,0,0.1007113,0,2235.249,0,7145.781,0,-1.28E-05,0
6,2017/04/11 15:17:35:246,1.0119271,0,1.0293865,0,1.0093543,0,3.4983932,0,3.0001604,0,0.00339138,0,1.0089575,0,0.1346444,0,0.1006857,0,2234.737,0,7133.106,0,-1.28E-05,0
7,2017/04/11 15:17:45:246,1.0119271,0,1.0294633,0,1.0094183,0,3.4983932,0,3.0001732,0,0.003391509,0,1.0089703,0,0.1345932,0,0.1006985,0,2235.889,0,7135.667,0,-2.56E-05,0
8,2017/04/11 15:17:55:246,1.0119399,0,1.0293225,0,1.0094055,0,3.4984444,0,3.0001348,0,0.003392026,0,1.0089447,0,0.1345036,0,0.1006601,0,2234.481,0,7143.348,0,-1.28E-05,0
9,2017/04/11 15:18:05:246,1.0119015,0,1.0293225,0,1.0093543,0,3.498406,0,3.0002116,0,0.003391122,0,1.0089703,0,0.1346316,0,0.1007113,0,2234.481,0,7134.643,0,-1.28E-05,0
10,2017/04/11 15:18:15:246,1.0119399,0,1.0293865,0,1.0093287,0,3.4984572,0,3.0001348,0,0.003391896,0,1.0089575,0,0.1345292,0,0.1006729,0,2235.377,0,7119.919,0,0,0
11,2017/04/11 15:18:25:246,1.0119655,0,1.0293865,0,1.0093671,0,3.4984316,0,3.000186,0,0.003391638,0,1.0089703,0,0.1346316,0,0.1006601,0,2235.249,0,7114.03,0,0,0
