1,2017/04/12 14:57:23:239,1.0120039,0,1.0076391,0,3.021703,0,3.0829646,0,1.1636984,0,0.002495515,0,0.9655139,0,0.1293196,0,0.1038602,0,2328.325,0,6331.905,0,0,0
2,2017/04/12 14:57:33:224,1.0120551,0,1.0076135,0,3.0216646,0,3.0829262,0,1.1196147,0,0.002496677,0,0.9655651,0,0.12923,0,0.1038602,0,2328.069,0,6335.106,0,-1.28E-05,0
3,2017/04/12 14:57:43:224,1.0120679,0,1.0077031,0,3.021639,0,3.0828878,0,1.0757871,0,0.002495902,0,0.9655651,0,0.1292428,0,0.103873,0,2328.582,0,6324.095,0,0,0
4,2017/04/12 14:57:53:224,1.0121191,0,1.0076903,0,3.021639,0,3.082939,0,1.0324969,0,0.002494999,0,0.9656419,0,0.129166,0,0.103873,0,2328.453,0,6329.984,0,0,0
5,2017/04/12 14:58:03:224,1.0120039,0,1.0076391,0,3.0216262,0,3.0829262,0,1.0107879,0,0.002495644,0,0.9655395,0,0.1292812,0,0.1038602,0,2328.069,0,6326.144,0,0,0
6,2017/04/12 14:58:13:224,1.0120935,0,1.0076135,0,3.0216518,0,3.0828878,0,1.0107367,0,0.002495902,0,0.9655139,0,0.1292428,0,0.1038602,0,2328.069,0,6322.431,0,-1.28E-05,0
7,2017/04/12 14:58:23:224,1.0120167,0,1.0077031,0,3.021639,0,3.0829262,0,1.0108135,0,0.002496419,0,0.9655523,0,0.1292172,0,0.1039114,0,2328.325,0,6324.991,0,0,0
8,2017/04/12 14:58:33:224,1.0120807,0,1.0076647,0,3.0217286,0,3.0829518,0,1.0108391,0,0.002496677,0,0.9655651,0,0.1293452,0,0.1038218,0,2328.197,0,6324.095,0,0,0
9,2017/04/12 14:58:43:224,1.0120807,0,1.0076775,0,3.0216902,0,3.0829262,0,1.0108135,0,0.002495644,0,0.9655651,0,0.1293324,0,0.1038986,0,2327.941,0,6323.455,0,-1.28E-05,0
10,2017/04/12 14:58:53:224,1.0120679,0,1.0076647,0,3.0216774,0,3.082939,0,1.0108135,0,0.002495386,0,0.9655651,0,0.1293196,0,0.1038474,0,2328.325,0,6323.071,0,-1.28E-05,0
11,2017/04/12 14:59:03:224,1.0120039,0,1.0076263,0,3.0216902,0,3.0829646,0,1.0108007,0,0.002496419,0,0.9655395,0,0.129166,0,0.103873,0,2327.813,0,6327.04,0,1.28E-05,0
12,2017/04/12 14:59:13:224,1.0120295,0,1.0076519,0,3.0216518,0,3.0829006,0,1.0107495,0,0.002496419,0,0.9655907,0,0.129358,0,0.1038858,0,2328.453,0,6331.009,0,0,0
